Date,Timepoint,Experiment,Chamber,Treatment,Colony,Coral,Location,Turbidity,delta_FTA,MO2
11-Aug,10,18,2,HS,5,5-6,SB,77.64,-36.4,
11-Aug,10,18,3,HT,1,1-7,NB,1.63,-8,
11-Aug,10,18,4,HX,1,1-9,NB,63.49,-10.3,
11-Aug,11,18,1,C,5,5-2,SB,1.8,15.9,
11-Aug,11,18,2,HS,5,5-6,SB,75.15,6.1,
11-Aug,11,18,3,HT,1,1-7,NB,2.72,1.8,
11-Aug,11,18,4,HX,1,1-9,NB,61.52,0,
11-Aug,12,18,1,C,5,5-2,SB,2.16,-10.1,
11-Aug,12,18,2,HS,5,5-6,SB,70.45,-9.8,
11-Aug,12,18,3,HT,1,1-7,NB,2.91,-20.6,
11-Aug,12,18,4,HX,1,1-9,NB,56.24,3.7,
11-Aug,13,18,1,C,5,5-2,SB,0.99,-8.8,
11-Aug,13,18,2,HS,5,5-6,SB,64.25,13.8,
11-Aug,13,18,3,HT,1,1-7,NB,2.23,-5.7,
11-Aug,13,18,4,HX,1,1-9,NB,47.87,-7.2,
11-Aug,14,18,1,C,5,5-2,SB,1.74,4.7,
11-Aug,14,18,2,HS,5,5-6,SB,57.2,0.7,
11-Aug,14,18,3,HT,1,1-7,NB,1.91,16.7,
11-Aug,14,18,4,HX,1,1-9,NB,43.15,-37.3,
11-Aug,15,18,1,C,5,5-2,SB,1.35,2.3,
11-Aug,15,18,2,HS,5,5-6,SB,55.94,-1.4,
11-Aug,15,18,3,HT,1,1-7,NB,1.36,-3.9,
11-Aug,15,18,4,HX,1,1-9,NB,44.32,-6,
11-Aug,16,18,1,C,5,5-2,SB,2.3,167.1,
11-Aug,16,18,2,HS,5,5-6,SB,53.59,-3.8,
11-Aug,16,18,3,HT,1,1-7,NB,2.13,-0.7,
11-Aug,16,18,4,HX,1,1-9,NB,36.21,-17.4,
11-Aug,17,18,1,C,5,5-2,SB,1.89,8.8,
11-Aug,17,18,2,HS,5,5-6,SB,51.86,-10.7,
11-Aug,17,18,3,HT,1,1-7,NB,1.98,2.9,
11-Aug,17,18,4,HX,1,1-9,NB,37.22,-2.1,
11-Aug,18,18,1,C,5,5-2,SB,1.99,7.3,
11-Aug,18,18,2,HS,5,5-6,SB,52.19,0.7,
11-Aug,18,18,3,HT,1,1-7,NB,1.73,-16.1,
11-Aug,18,18,4,HX,1,1-9,NB,38.09,1.7,
11-Aug,19,18,1,C,5,5-2,SB,1.54,-3.5,
11-Aug,19,18,2,HS,5,5-6,SB,54.57,-7.8,
11-Aug,19,18,3,HT,1,1-7,NB,2.75,-1.5,
11-Aug,19,18,4,HX,1,1-9,NB,29.68,-14.1,
11-Aug,20,18,1,C,5,5-2,SB,1.54,-7.6,
11-Aug,20,18,2,HS,5,5-6,SB,57.72,-12.6,
11-Aug,20,18,3,HT,1,1-7,NB,1.19,4.1,
11-Aug,20,18,4,HX,1,1-9,NB,27.09,-7.9,
11-Aug,21,18,1,C,5,5-2,SB,2.3,11.9,
11-Aug,21,18,2,HS,5,5-6,SB,54.66,12.2,
11-Aug,21,18,3,HT,1,1-7,NB,1.1,-12.8,
11-Aug,21,18,4,HX,1,1-9,NB,25.29,34.6,
11-Aug,22,18,1,C,5,5-2,SB,0.96,-4.8,
11-Aug,22,18,2,HS,5,5-6,SB,54.98,-10.3,
11-Aug,22,18,3,HT,1,1-7,NB,1.83,-13.6,
11-Aug,22,18,4,HX,1,1-9,NB,23.96,9.1,
11-Aug,23,18,1,C,5,5-2,SB,2.05,-23.3,
11-Aug,23,18,2,HS,5,5-6,SB,60.88,-4,
11-Aug,23,18,3,HT,1,1-7,NB,1.31,-3.4,
11-Aug,23,18,4,HX,1,1-9,NB,26.47,5.6,
11-Aug,24,18,1,C,5,5-2,SB,0.98,3,
11-Aug,24,18,2,HS,5,5-6,SB,46.24,-6.6,
11-Aug,24,18,3,HT,1,1-7,NB,1.86,8.7,
11-Aug,24,18,4,HX,1,1-9,NB,21.48,3,
