Sample,Experiment,Timepoint,Chamber,Treatment,Colony,Coral,Location,delta_FTA,Chamber Volume (mL),Coral Dry Weight (g),Incubation Time (min),Gnet,Gnet2,Turbidity
R15S,11,20,2,HS,7,8-Jul,SB,-1.4,450,11.2112,12,-2402.285215,3.203046953,
R17S,11,21,2,HS,7,8-Jul,SB,-3.7,450,11.2112,12,-6348.896639,8.465195519,
R19S,11,22,2,HS,7,8-Jul,SB,3.1,450,11.2112,12,5319.345833,-7.09246111,
R21S,11,23,2,HS,7,8-Jul,SB,-24.8,450,11.2112,12,-42554.76666,56.73968888,
R23S,11,24,2,HS,7,8-Jul,SB,-4,450,11.2112,12,-6863.672042,9.151562723,
R1S,11,25,2,HS,7,8-Jul,SB,-0.7,450,11.2112,12,-1201.142607,1.601523477,
R1S,12,1,2,HS,2,1-Feb,NB,20.8,450,18.6032,12,21509.20272,-28.67893696,
R3S,12,2,2,HS,2,1-Feb,NB,3.4,450,18.6032,12,3515.927367,-4.687903156,
R5S,12,3,2,HS,2,1-Feb,NB,0,450,18.6032,12,0,0,
R7S,12,4,2,HS,2,1-Feb,NB,-0.5,450,18.6032,12,-517.0481423,0.689397523,
R9S,12,5,2,HS,2,1-Feb,NB,-0.4,450,18.6032,12,-413.6385138,0.551518018,
R11S,12,6,2,HS,2,1-Feb,NB,4,450,18.6032,12,4136.385138,-5.515180184,
R13S,12,7,2,HS,2,1-Feb,NB,5,450,18.6032,12,5170.481423,-6.89397523,
R15S,12,8,2,HS,2,1-Feb,NB,-7.2,450,18.6032,12,-7445.493248,9.927324331,
R17S,12,9,2,HS,2,1-Feb,NB,-4.9,450,18.6032,12,-5067.071794,6.756095725,
R19S,12,10,2,HS,2,1-Feb,NB,-3.9,450,18.6032,12,-4032.97551,5.377300679,
R21S,12,11,2,HS,2,1-Feb,NB,-18.1,450,18.6032,12,-18717.14275,24.95619033,
R23S,12,12,2,HS,2,1-Feb,NB,-1.5,450,18.6032,12,-1551.144427,2.068192569,
R1S,12,13,2,HS,2,1-Feb,NB,-0.2,450,18.6032,12,-206.8192569,0.275759009,
R3S,12,14,2,HS,2,1-Feb,NB,-9.9,450,18.6032,12,-10237.55322,13.65007096,
R5S,12,15,2,HS,2,1-Feb,NB,-2.6,450,18.6032,12,-2688.65034,3.58486712,
R7S,12,16,2,HS,2,1-Feb,NB,6,450,18.6032,12,6204.577707,-8.272770276,
R9S,12,17,2,HS,2,1-Feb,NB,2.2,450,18.6032,12,2275.011826,-3.033349101,
R11S,12,18,2,HS,2,1-Feb,NB,8.2,450,18.6032,12,8479.589533,-11.30611938,
R13S,12,19,2,HS,2,1-Feb,NB,-4,450,18.6032,12,-4136.385138,5.515180184,
R15S,12,20,2,HS,2,1-Feb,NB,-2.9,450,18.6032,12,-2998.879225,3.998505633,
R17S,12,21,2,HS,2,1-Feb,NB,2.2,450,18.6032,12,2275.011826,-3.033349101,
R19S,12,22,2,HS,2,1-Feb,NB,0.3,450,18.6032,12,310.2288854,-0.413638514,
R21S,12,23,2,HS,2,1-Feb,NB,-5.2,450,18.6032,12,-5377.300679,7.169734239,
R23S,12,24,2,HS,2,1-Feb,NB,-7.6,450,18.6032,12,-7859.131762,10.47884235,
R1S,12,25,2,HS,2,1-Feb,NB,-0.2,450,18.6032,12,-206.8192569,0.275759009,
W1S,12,1,1,C,2,7-Feb,NB,-7.7,450,13.3826,12,-11068.75719,14.75834292,
W3S,12,2,1,C,2,7-Feb,NB,0.2,450,13.3826,12,287.5001868,-0.383333582,
W5S,12,3,1,C,2,7-Feb,NB,-8.5,450,13.3826,12,-12218.75794,16.29167725,
W7S,12,4,1,C,2,7-Feb,NB,-2.8,450,13.3826,12,-4025.002615,5.366670154,
W9S,12,5,1,C,2,7-Feb,NB,4.3,450,13.3826,12,6181.254016,-8.241672022,
W11S,12,6,1,C,2,7-Feb,NB,3.9,450,13.3826,12,5606.253643,-7.475004857,
W13S,12,7,1,C,2,7-Feb,NB,-4,450,13.3826,12,-5750.003736,7.666671648,
W15S,12,8,1,C,2,7-Feb,NB,0,450,13.3826,12,0,0,
W17S,12,9,1,C,2,7-Feb,NB,-2.9,450,13.3826,12,-4168.752709,5.558336945,
W19S,12,10,1,C,2,7-Feb,NB,-4.4,450,13.3826,12,-6325.00411,8.433338813,
W21S,12,11,1,C,2,7-Feb,NB,-11.3,450,13.3826,12,-16243.76055,21.65834741,
W23S,12,12,1,C,2,7-Feb,NB,1.9,450,13.3826,12,2731.251775,-3.641669033,
W1S,12,13,1,C,2,7-Feb,NB,1.8,450,13.3826,12,2587.501681,-3.450002242,
W3S,12,14,1,C,2,7-Feb,NB,-5.9,450,13.3826,12,-8481.255511,11.30834068,
W5S,12,15,1,C,2,7-Feb,NB,1.3,450,13.3826,12,1868.751214,-2.491668286,
W7S,12,16,1,C,2,7-Feb,NB,0.1,450,13.3826,12,143.7500934,-0.191666791,
W9S,12,17,1,C,2,7-Feb,NB,3.5,450,13.3826,12,5031.253269,-6.708337692,
W11S,12,18,1,C,2,7-Feb,NB,12.3,450,13.3826,12,17681.26149,-23.57501532,
W13S,12,19,1,C,2,7-Feb,NB,0.9,450,13.3826,12,1293.750841,-1.725001121,
W15S,12,20,1,C,2,7-Feb,NB,-6.2,450,13.3826,12,-8912.505791,11.88334105,
W17S,12,21,1,C,2,7-Feb,NB,17.3,450,13.3826,12,24868.76616,-33.15835488,
W19S,12,22,1,C,2,7-Feb,NB,-2.4,450,13.3826,12,-3450.002242,4.600002989,
W21S,12,23,1,C,2,7-Feb,NB,-6.4,450,13.3826,12,-9200.005978,12.26667464,
W23S,12,24,1,C,2,7-Feb,NB,3.4,450,13.3826,12,4887.503176,-6.516670901,
W1S,12,25,1,C,2,7-Feb,NB,2.2,450,13.3826,12,3162.502055,-4.216669407,
Y1S,12,1,4,HX,7,3-Jul,SB,-0.9,450,15.4,12,-1124.269481,1.499025974,
Y3S,12,2,4,HX,7,3-Jul,SB,-0.3,450,15.4,12,-374.7564935,0.499675325,
Y5S,12,3,4,HX,7,3-Jul,SB,-5,450,15.4,12,-6245.941558,8.327922078,
Y7S,12,4,4,HX,7,3-Jul,SB,-11.1,450,15.4,12,-13865.99026,18.48798701,
Y9S,12,5,4,HX,7,3-Jul,SB,1.6,450,15.4,12,1998.701299,-2.664935065,
Y11S,12,6,4,HX,7,3-Jul,SB,11.6,450,15.4,12,14490.58442,-19.32077922,
Y13S,12,7,4,HX,7,3-Jul,SB,29.9,450,15.4,12,37350.73052,-49.80097403,
Y15S,12,8,4,HX,7,3-Jul,SB,5,450,15.4,12,6245.941558,-8.327922078,
Y17S,12,9,4,HX,7,3-Jul,SB,0.2,450,15.4,12,249.8376623,-0.333116883,
Y19S,12,10,4,HX,7,3-Jul,SB,-4.7,450,15.4,12,-5871.185065,7.828246753,
Y21S,12,11,4,HX,7,3-Jul,SB,7.7,450,15.4,12,9618.75,-12.825,
Y23S,12,12,4,HX,7,3-Jul,SB,-12.5,450,15.4,12,-15614.8539,20.81980519,
Y1S,12,13,4,HX,7,3-Jul,SB,-1.5,450,15.4,12,-1873.782468,2.498376623,
Y3S,12,14,4,HX,7,3-Jul,SB,2.6,450,15.4,12,3247.88961,-4.330519481,
Y5S,12,15,4,HX,7,3-Jul,SB,5.2,450,15.4,12,6495.779221,-8.661038961,
Y7S,12,16,4,HX,7,3-Jul,SB,-15.2,450,15.4,12,-18987.66234,25.31688312,
Y9S,12,17,4,HX,7,3-Jul,SB,-6.6,450,15.4,12,-8244.642857,10.99285714,
Y11S,12,18,4,HX,7,3-Jul,SB,2.4,450,15.4,12,2998.051948,-3.997402597,
Y13S,12,19,4,HX,7,3-Jul,SB,-17.4,450,15.4,12,-21735.87662,28.98116883,
Y15S,12,20,4,HX,7,3-Jul,SB,-1.6,450,15.4,12,-1998.701299,2.664935065,
Y17S,12,21,4,HX,7,3-Jul,SB,-14.2,450,15.4,12,-17738.47403,23.6512987,
Y19S,12,22,4,HX,7,3-Jul,SB,0.7,450,15.4,12,874.4318182,-1.165909091,
Y21S,12,23,4,HX,7,3-Jul,SB,-6.7,450,15.4,12,-8369.561688,11.15941558,
Y23S,12,24,4,HX,7,3-Jul,SB,-1.9,450,15.4,12,-2373.457792,3.16461039,
Y1S,12,25,4,HX,7,3-Jul,SB,-3.1,450,15.4,12,-3872.483766,5.163311688,
G1S,12,1,3,HT,7,6-Jul,SB,16.3,450,17.941,12,17477.91372,-23.30388496,
G3S,12,2,3,HT,7,6-Jul,SB,2.9,450,17.941,12,3109.567471,-4.146089962,
G5S,12,3,3,HT,7,6-Jul,SB,-2,450,17.941,12,-2144.52929,2.859372387,
G7S,12,4,3,HT,7,6-Jul,SB,-11.8,450,17.941,12,-12652.72281,16.87029708,
G9S,12,5,3,HT,7,6-Jul,SB,-5.4,450,17.941,12,-5790.229084,7.720305446,
G11S,12,6,3,HT,7,6-Jul,SB,4.6,450,17.941,12,4932.417368,-6.576556491,
G13S,12,7,3,HT,7,6-Jul,SB,2.7,450,17.941,12,2895.114542,-3.860152723,
G15S,12,8,3,HT,7,6-Jul,SB,4.7,450,17.941,12,5039.643833,-6.71952511,
G17S,12,9,3,HT,7,6-Jul,SB,1,450,17.941,12,1072.264645,-1.429686194,
G19S,12,10,3,HT,7,6-Jul,SB,15.5,450,17.941,12,16620.102,-22.160136,
G21S,12,11,3,HT,7,6-Jul,SB,8.1,450,17.941,12,8685.343626,-11.58045817,
G23S,12,12,3,HT,7,6-Jul,SB,-7.4,450,17.941,12,-7934.758375,10.57967783,
G1S,12,13,3,HT,7,6-Jul,SB,-1.8,450,17.941,12,-1930.076361,2.573435149,
G3S,12,14,3,HT,7,6-Jul,SB,2.3,450,17.941,12,2466.208684,-3.288278245,
G5S,12,15,3,HT,7,6-Jul,SB,0.4,450,17.941,12,428.9058581,-0.571874477,
G7S,12,16,3,HT,7,6-Jul,SB,-4.3,450,17.941,12,-4610.737974,6.147650633,
G9S,12,17,3,HT,7,6-Jul,SB,-21.4,450,17.941,12,-22946.46341,30.59528454,
G11S,12,18,3,HT,7,6-Jul,SB,-6.1,450,17.941,12,-6540.814336,8.721085781,
G13S,12,19,3,HT,7,6-Jul,SB,-1.5,450,17.941,12,-1608.396968,2.14452929,
G15S,12,20,3,HT,7,6-Jul,SB,-8.3,450,17.941,12,-8899.796555,11.86639541,
G17S,12,21,3,HT,7,6-Jul,SB,-4.3,450,17.941,12,-4610.737974,6.147650633,
G19S,12,22,3,HT,7,6-Jul,SB,-4.6,450,17.941,12,-4932.417368,6.576556491,
G21S,12,23,3,HT,7,6-Jul,SB,11.7,450,17.941,12,12545.49635,-16.72732847,
G23S,12,24,3,HT,7,6-Jul,SB,-3.8,450,17.941,12,-4074.605652,5.432807536,
G1S,12,25,3,HT,7,6-Jul,SB,5.9,450,17.941,12,6326.361407,-8.435148542,
G1S,13,1,3,HT,1,5-Jan,NB,13.3,450,28.1512,12,9088.73334,-12.11831112,
G3S,13,2,3,HT,1,5-Jan,NB,-12.1,450,28.1512,12,-8268.697249,11.02492967,
G5S,13,3,3,HT,1,5-Jan,NB,2.3,450,28.1512,12,1571.735841,-2.095647788,
G7S,13,4,3,HT,1,5-Jan,NB,-13.7,450,28.1512,12,-9362.078704,12.4827716,
G9S,13,5,3,HT,1,5-Jan,NB,1.8,450,28.1512,12,1230.054136,-1.640072182,
G11S,13,6,3,HT,1,5-Jan,NB,8.8,450,28.1512,12,6013.597999,-8.018130666,
G13S,13,7,3,HT,1,5-Jan,NB,-10.8,450,28.1512,12,-7380.324817,9.84043309,
G15S,13,8,3,HT,1,5-Jan,NB,-10.4,450,28.1512,12,-7106.979454,9.475972605,
G17S,13,9,3,HT,1,5-Jan,NB,-18.7,450,28.1512,12,-12778.89575,17.03852766,
G19S,13,10,3,HT,1,5-Jan,NB,-1.2,450,28.1512,12,-820.0360908,1.093381454,
G21S,13,11,3,HT,1,5-Jan,NB,-5.1,450,28.1512,12,-3485.153386,4.646871181,
G23S,13,12,3,HT,1,5-Jan,NB,-13.8,450,28.1512,12,-9430.415044,12.57388673,
G1S,13,13,3,HT,1,5-Jan,NB,4.1,450,28.1512,12,2801.789977,-3.735719969,
G3S,13,14,3,HT,1,5-Jan,NB,-5.6,450,28.1512,12,-3826.835091,5.102446787,
G5S,13,15,3,HT,1,5-Jan,NB,-1.7,450,28.1512,12,-1161.717795,1.54895706,
G7S,13,16,3,HT,1,5-Jan,NB,19.8,450,28.1512,12,13530.5955,-18.040794,
G9S,13,17,3,HT,1,5-Jan,NB,5.4,450,28.1512,12,3690.162409,-4.920216545,
G11S,13,18,3,HT,1,5-Jan,NB,-6.8,450,28.1512,12,-4646.871181,6.195828242,
G13S,13,19,3,HT,1,5-Jan,NB,0.1,450,28.1512,12,68.3363409,-0.091115121,
G15S,13,20,3,HT,1,5-Jan,NB,5.1,450,28.1512,12,3485.153386,-4.646871181,
G17S,13,21,3,HT,1,5-Jan,NB,7.5,450,28.1512,12,5125.225568,-6.83363409,
G19S,13,22,3,HT,1,5-Jan,NB,-2.5,450,28.1512,12,-1708.408523,2.27787803,
G21S,13,23,3,HT,1,5-Jan,NB,-2,450,28.1512,12,-1366.726818,1.822302424,
G23S,13,24,3,HT,1,5-Jan,NB,-4.1,450,28.1512,12,-2801.789977,3.735719969,
G1S,13,25,3,HT,1,5-Jan,NB,5,450,28.1512,12,3416.817045,-4.55575606,
Y1S,13,1,4,HX,1,8-Jan,NB,-3.9,450,32.0012,12,-2344.482394,3.125976526,
Y3S,13,2,4,HX,1,8-Jan,NB,4.3,450,32.0012,12,2584.942127,-3.446589503,
Y5S,13,3,4,HX,1,8-Jan,NB,5.4,450,32.0012,12,3246.206392,-4.32827519,
Y7S,13,4,4,HX,1,8-Jan,NB,-1.6,450,32.0012,12,-961.838931,1.282451908,
Y9S,13,5,4,HX,1,8-Jan,NB,-7.7,450,32.0012,12,-4628.849856,6.171799808,
Y11S,13,6,4,HX,1,8-Jan,NB,-5.4,450,32.0012,12,-3246.206392,4.32827519,
Y13S,13,7,4,HX,1,8-Jan,NB,-2.5,450,32.0012,12,-1502.87333,2.003831106,
Y15S,13,8,4,HX,1,8-Jan,NB,-3.7,450,32.0012,12,-2224.252528,2.965670037,
Y17S,13,9,4,HX,1,8-Jan,NB,-0.9,450,32.0012,12,-541.0343987,0.721379198,
Y19S,13,10,4,HX,1,8-Jan,NB,2.6,450,32.0012,12,1562.988263,-2.083984351,
Y21S,13,11,4,HX,1,8-Jan,NB,-7.7,450,32.0012,12,-4628.849856,6.171799808,
Y23S,13,12,4,HX,1,8-Jan,NB,1.6,450,32.0012,12,961.838931,-1.282451908,
Y1S,13,13,4,HX,1,8-Jan,NB,-40.5,450,32.0012,12,-24346.54794,32.46206392,
Y3S,13,14,4,HX,1,8-Jan,NB,-2.9,450,32.0012,12,-1743.333063,2.324444083,
Y5S,13,15,4,HX,1,8-Jan,NB,3.9,450,32.0012,12,2344.482394,-3.125976526,
Y7S,13,16,4,HX,1,8-Jan,NB,-4.9,450,32.0012,12,-2945.631726,3.927508968,
Y9S,13,17,4,HX,1,8-Jan,NB,-2.8,450,32.0012,12,-1683.218129,2.244290839,
Y11S,13,18,4,HX,1,8-Jan,NB,1.2,450,32.0012,12,721.3791983,-0.961838931,
Y13S,13,19,4,HX,1,8-Jan,NB,1.6,450,32.0012,12,961.838931,-1.282451908,
Y15S,13,20,4,HX,1,8-Jan,NB,-8.7,450,32.0012,12,-5229.999188,6.97333225,
Y17S,13,21,4,HX,1,8-Jan,NB,-4.1,450,32.0012,12,-2464.712261,3.286283014,
Y19S,13,22,4,HX,1,8-Jan,NB,-4.6,450,32.0012,12,-2765.286927,3.687049236,
Y21S,13,23,4,HX,1,8-Jan,NB,-8.4,450,32.0012,12,-5049.654388,6.732872517,
Y23S,13,24,4,HX,1,8-Jan,NB,-5.7,450,32.0012,12,-3426.551192,4.568734922,
Y1S,13,25,4,HX,1,8-Jan,NB,4.1,450,32.0012,12,2464.712261,-3.286283014,
W1S,13,1,1,C,5,1-May,SB,-5.6,450,16.7552,12,-6429.645722,8.572860963,
W3S,13,2,1,C,5,1-May,SB,9.8,450,16.7552,12,11251.88001,-15.00250668,
W5S,13,3,1,C,5,1-May,SB,-12.5,450,16.7552,12,-14351.88777,19.13585036,
W7S,13,4,1,C,5,1-May,SB,6.4,450,16.7552,12,7348.166539,-9.797555386,
W9S,13,5,1,C,5,1-May,SB,1.1,450,16.7552,12,1262.966124,-1.683954832,
W11S,13,6,1,C,5,1-May,SB,-6.7,450,16.7552,12,-7692.611846,10.25681579,
W13S,13,7,1,C,5,1-May,SB,13.2,450,16.7552,12,15155.59349,-20.20745798,
W15S,13,8,1,C,5,1-May,SB,5.6,450,16.7552,12,6429.645722,-8.572860963,
W17S,13,9,1,C,5,1-May,SB,5.2,450,16.7552,12,5970.385313,-7.960513751,
W19S,13,10,1,C,5,1-May,SB,-8.5,450,16.7552,12,-9759.283685,13.01237825,
W21S,13,11,1,C,5,1-May,SB,7.2,450,16.7552,12,8266.687357,-11.02224981,
W23S,13,12,1,C,5,1-May,SB,-9.8,450,16.7552,12,-11251.88001,15.00250668,
W1S,13,13,1,C,5,1-May,SB,-9.8,450,16.7552,12,-11251.88001,15.00250668,
W3S,13,14,1,C,5,1-May,SB,-11.9,450,16.7552,12,-13662.99716,18.21732955,
W5S,13,15,1,C,5,1-May,SB,-7,450,16.7552,12,-8037.057152,10.7160762,
W7S,13,16,1,C,5,1-May,SB,4.5,450,16.7552,12,5166.679598,-6.888906131,
W9S,13,17,1,C,5,1-May,SB,1.4,450,16.7552,12,1607.41143,-2.143215241,
W11S,13,18,1,C,5,1-May,SB,-3.1,450,16.7552,12,-3559.268167,4.74569089,
W13S,13,19,1,C,5,1-May,SB,-17.2,450,16.7552,12,-19748.19757,26.3309301,
W15S,13,20,1,C,5,1-May,SB,-1.6,450,16.7552,12,-1837.041635,2.449388846,
W17S,13,21,1,C,5,1-May,SB,6.9,450,16.7552,12,7922.24205,-10.5629894,
W19S,13,22,1,C,5,1-May,SB,7.2,450,16.7552,12,8266.687357,-11.02224981,
W21S,13,23,1,C,5,1-May,SB,-2.4,450,16.7552,12,-2755.562452,3.67408327,
W23S,13,24,1,C,5,1-May,SB,-4.5,450,16.7552,12,-5166.679598,6.888906131,
W1S,13,25,1,C,5,1-May,SB,13.4,450,16.7552,12,15385.22369,-20.51363159,
R1S,13,1,2,HS,5,5-May,SB,-9.3,450,16.9708,12,-10542.15181,14.05620242,
R3S,13,2,2,HS,5,5-May,SB,9.5,450,16.9708,12,10768.86476,-14.35848634,
R5S,13,3,2,HS,5,5-May,SB,-1,450,16.9708,12,-1133.564711,1.511419615,
R7S,13,4,2,HS,5,5-May,SB,7.5,450,16.9708,12,8501.735334,-11.33564711,
R9S,13,5,2,HS,5,5-May,SB,5.8,450,16.9708,12,6574.675325,-8.766233766,
R11S,13,6,2,HS,5,5-May,SB,-9.9,450,16.9708,12,-11222.29064,14.96305419,
R13S,13,7,2,HS,5,5-May,SB,-0.4,450,16.9708,12,-453.4258845,0.604567846,
R15S,13,8,2,HS,5,5-May,SB,6.4,450,16.9708,12,7254.814151,-9.673085535,
R17S,13,9,2,HS,5,5-May,SB,-32,450,16.9708,12,-36274.07076,48.36542768,
R19S,13,10,2,HS,5,5-May,SB,4.8,450,16.9708,12,5441.110614,-7.254814151,
R21S,13,11,2,HS,5,5-May,SB,-3.3,450,16.9708,12,-3740.763547,4.987684729,
R23S,13,12,2,HS,5,5-May,SB,19.9,450,16.9708,12,22557.93775,-30.07725034,
R1S,13,13,2,HS,5,5-May,SB,-8.3,450,16.9708,12,-9408.587103,12.5447828,
R3S,13,14,2,HS,5,5-May,SB,-11,450,16.9708,12,-12469.21182,16.62561576,
R5S,13,15,2,HS,5,5-May,SB,-0.1,450,16.9708,12,-113.3564711,0.151141961,
R7S,13,16,2,HS,5,5-May,SB,-0.4,450,16.9708,12,-453.4258845,0.604567846,
R9S,13,17,2,HS,5,5-May,SB,-4.9,450,16.9708,12,-5554.467085,7.405956113,
R11S,13,18,2,HS,5,5-May,SB,6,450,16.9708,12,6801.388267,-9.068517689,
R13S,13,19,2,HS,5,5-May,SB,-9,450,16.9708,12,-10202.0824,13.60277653,
R15S,13,20,2,HS,5,5-May,SB,0.8,450,16.9708,12,906.8517689,-1.209135692,
R17S,13,21,2,HS,5,5-May,SB,-7.3,450,16.9708,12,-8275.022391,11.03336319,
R19S,13,22,2,HS,5,5-May,SB,-6.4,450,16.9708,12,-7254.814151,9.673085535,
R21S,13,23,2,HS,5,5-May,SB,-6.3,450,16.9708,12,-7141.45768,9.521943574,
R23S,13,24,2,HS,5,5-May,SB,-32,450,16.9708,12,-36274.07076,48.36542768,
R1S,13,25,2,HS,5,5-May,SB,-4.8,450,16.9708,12,-5441.110614,7.254814151,
W1S,14,1,1,C,1,4-Jan,NB,7.9,450,22.6842,12,6699.652181,-8.932869574,
W3S,14,2,1,C,1,4-Jan,NB,-3.5,450,22.6842,12,-2968.200333,3.957600444,
W5S,14,3,1,C,1,4-Jan,NB,-5.2,450,22.6842,12,-4409.897638,5.879863517,
W7S,14,4,1,C,1,4-Jan,NB,-8.7,450,22.6842,12,-7378.097971,9.837463962,
W9S,14,5,1,C,1,4-Jan,NB,-0.3,450,22.6842,12,-254.4171714,0.339222895,
W11S,14,6,1,C,1,4-Jan,NB,-0.4,450,22.6842,12,-339.2228952,0.452297194,
W13S,14,7,1,C,1,4-Jan,NB,2.6,450,22.6842,12,2204.948819,-2.939931759,
W15S,14,8,1,C,1,4-Jan,NB,-4,450,22.6842,12,-3392.228952,4.522971936,
W17S,14,9,1,C,1,4-Jan,NB,-7.8,450,22.6842,12,-6614.846457,8.819795276,
W19S,14,10,1,C,1,4-Jan,NB,-2.8,450,22.6842,12,-2374.560267,3.166080355,
W21S,14,11,1,C,1,4-Jan,NB,0.4,450,22.6842,12,339.2228952,-0.452297194,
W23S,14,12,1,C,1,4-Jan,NB,0.9,450,22.6842,12,763.2515143,-1.017668686,
W1S,14,13,1,C,1,4-Jan,NB,-3.9,450,22.6842,12,-3307.423229,4.409897638,
W3S,14,14,1,C,1,4-Jan,NB,-7.6,450,22.6842,12,-6445.235009,8.593646679,
W5S,14,15,1,C,1,4-Jan,NB,-9.5,450,22.6842,12,-8056.543762,10.74205835,
W7S,14,16,1,C,1,4-Jan,NB,1,450,22.6842,12,848.0572381,-1.130742984,
W9S,14,17,1,C,1,4-Jan,NB,-12.6,450,22.6842,12,-10685.5212,14.2473616,
W11S,14,18,1,C,1,4-Jan,NB,2.3,450,22.6842,12,1950.531648,-2.600708863,
W13S,14,19,1,C,1,4-Jan,NB,-2.5,450,22.6842,12,-2120.143095,2.82685746,
W15S,14,20,1,C,1,4-Jan,NB,0,450,22.6842,12,0,0,
W17S,14,21,1,C,1,4-Jan,NB,-0.2,450,22.6842,12,-169.6114476,0.226148597,
W19S,14,22,1,C,1,4-Jan,NB,6.3,450,22.6842,12,5342.7606,-7.1236808,
W21S,14,23,1,C,1,4-Jan,NB,-11.9,450,22.6842,12,-10091.88113,13.45584151,
W23S,14,24,1,C,1,4-Jan,NB,17.1,450,22.6842,12,14501.77877,-19.33570503,
W1S,14,25,1,C,1,4-Jan,NB,-16.5,450,22.6842,12,-13992.94443,18.65725924,
R1S,14,1,2,HS,1,6-Jan,NB,-5.5,450,17.9102,12,-5907.597347,7.876796462,
R3S,14,2,2,HS,1,6-Jan,NB,-28,450,17.9102,12,-30075.04104,40.10005472,
R5S,14,3,2,HS,1,6-Jan,NB,-3.3,450,17.9102,12,-3544.558408,4.726077877,
R7S,14,4,2,HS,1,6-Jan,NB,-498.4,450,17.9102,12,-535335.7305,713.780974,
R9S,14,5,2,HS,1,6-Jan,NB,12.7,450,17.9102,12,13641.17933,-18.1882391,
R11S,14,6,2,HS,1,6-Jan,NB,-4.9,450,17.9102,12,-5263.132182,7.017509576,
R13S,14,7,2,HS,1,6-Jan,NB,20.5,450,17.9102,12,22019.22647,-29.35896863,
R15S,14,8,2,HS,1,6-Jan,NB,3.6,450,17.9102,12,3866.790991,-5.155721321,
R17S,14,9,2,HS,1,6-Jan,NB,-10.3,450,17.9102,12,-11063.31867,14.75109156,
R19S,14,10,2,HS,1,6-Jan,NB,3.6,450,17.9102,12,3866.790991,-5.155721321,
R21S,14,11,2,HS,1,6-Jan,NB,-2.6,450,17.9102,12,-2792.682382,3.723576509,
R23S,14,12,2,HS,1,6-Jan,NB,-0.4,450,17.9102,12,-429.6434434,0.572857925,
R1S,14,13,2,HS,1,6-Jan,NB,-4.1,450,17.9102,12,-4403.845295,5.871793726,
R3S,14,14,2,HS,1,6-Jan,NB,-39.3,450,17.9102,12,-42212.46831,56.28329109,
R5S,14,15,2,HS,1,6-Jan,NB,2,450,17.9102,12,2148.217217,-2.864289623,
R7S,14,16,2,HS,1,6-Jan,NB,-8.4,450,17.9102,12,-9022.512311,12.03001642,
R9S,14,17,2,HS,1,6-Jan,NB,3.4,450,17.9102,12,3651.969269,-4.869292359,
R11S,14,18,2,HS,1,6-Jan,NB,-0.6,450,17.9102,12,-644.4651651,0.859286887,
R13S,14,19,2,HS,1,6-Jan,NB,3,450,17.9102,12,3222.325826,-4.296434434,
R15S,14,20,2,HS,1,6-Jan,NB,-3.3,450,17.9102,12,-3544.558408,4.726077877,
R17S,14,21,2,HS,1,6-Jan,NB,-4.7,450,17.9102,12,-5048.31046,6.731080613,
R19S,14,22,2,HS,1,6-Jan,NB,-0.1,450,17.9102,12,-107.4108609,0.143214481,
R21S,14,23,2,HS,1,6-Jan,NB,-10.2,450,17.9102,12,-10955.90781,14.60787708,
R23S,14,24,2,HS,1,6-Jan,NB,-2.4,450,17.9102,12,-2577.86066,3.437147547,
R1S,14,25,2,HS,1,6-Jan,NB,-3,450,17.9102,12,-3222.325826,4.296434434,
G1S,14,1,3,HT,5,3-May,SB,5.4,450,13.9678,12,7437.284325,-9.916379101,
G3S,14,2,3,HT,5,3-May,SB,6.8,450,13.9678,12,9365.46915,-12.4872922,
G5S,14,3,3,HT,5,3-May,SB,5.4,450,13.9678,12,7437.284325,-9.916379101,
G7S,14,4,3,HT,5,3-May,SB,15.6,450,13.9678,12,21485.48805,-28.6473174,
G9S,14,5,3,HT,5,3-May,SB,2.4,450,13.9678,12,3305.4597,-4.4072796,
G11S,14,6,3,HT,5,3-May,SB,6.4,450,13.9678,12,8814.5592,-11.7527456,
G13S,14,7,3,HT,5,3-May,SB,-3.1,450,13.9678,12,-4269.552113,5.69273615,
G15S,14,8,3,HT,5,3-May,SB,-8.6,450,13.9678,12,-11844.56393,15.7927519,
G17S,14,9,3,HT,5,3-May,SB,0.1,450,13.9678,12,137.7274875,-0.18363665,
G19S,14,10,3,HT,5,3-May,SB,-13,450,13.9678,12,-17904.57338,23.8727645,
G21S,14,11,3,HT,5,3-May,SB,-6.3,450,13.9678,12,-8676.831713,11.56910895,
G23S,14,12,3,HT,5,3-May,SB,-3.8,450,13.9678,12,-5233.644525,6.9781927,
G1S,14,13,3,HT,5,3-May,SB,-17.9,450,13.9678,12,-24653.22026,32.87096035,
G3S,14,14,3,HT,5,3-May,SB,6,450,13.9678,12,8263.64925,-11.018199,
G5S,14,15,3,HT,5,3-May,SB,3.5,450,13.9678,12,4820.462063,-6.42728275,
G7S,14,16,3,HT,5,3-May,SB,2.3,450,13.9678,12,3167.732213,-4.22364295,
G9S,14,17,3,HT,5,3-May,SB,5.6,450,13.9678,12,7712.7393,-10.2836524,
G11S,14,18,3,HT,5,3-May,SB,-4.6,450,13.9678,12,-6335.464425,8.4472859,
G13S,14,19,3,HT,5,3-May,SB,-21.7,450,13.9678,12,-29886.86479,39.84915305,
